City;State;Median Age;Male Population;Female Population;Total Population;Number of Veterans;Foreign-born;Average Household Size;State Code;Race;Count
Layton;Utah;29.5;37748;36394;74142;3811;4268;3.24;UT;Black or African-American;2710
Abilene;Texas;31.3;65212;60664;125876;9367;8129;2.64;TX;Hispanic or Latino;33222
Muncie;Indiana;27.4;32446;37255;69701;2968;1062;2.35;IN;Hispanic or Latino;2499
Roseville;California;38.4;62591;67691;130282;8386;18161;2.719999999999999;CA;White;103853
Toledo;Ohio;36.1;135455;144323;279778;15286;9257;2.29;OH;White;188325
Medford;Oregon;38.6;39606;40189;79795;6632;6185;2.65;OR;American Indian and Alaska Native;1239
Gilbert;Arizona;33.2;116711;130812;247523;10817;24531;3.2;AZ;White;211322
Cleveland;Ohio;36.0;186436;201623;388059;19849;18830;2.24;OH;American Indian and Alaska Native;6140
Spokane Valley;Washington;36.0;49933;44975;94908;7984;4199;2.39;WA;Hispanic or Latino;5110
Waco;Texas;29.3;63452;68890;132342;10716;14235;2.5700000000000003;TX;Hispanic or Latino;40585
Tempe;Arizona;28.8;91350;84476;175826;7058;26620;2.44;AZ;American Indian and Alaska Native;4636
Concord;North Carolina;35.7;42732;44961;87693;4621;8847;2.719999999999999;NC;Hispanic or Latino;11301
Ames;Iowa;23.0;33814;31238;65052;2265;8606;2.16;IA;Asian;8979
Canton;Ohio;33.4;34476;37419;71895;3404;2204;2.32;OH;Hispanic or Latino;3597
Pittsburgh;Pennsylvania;32.9;149690;154695;304385;17728;28187;2.13;PA;Hispanic or Latino;9266
Rancho Cucamonga;California;34.5;88127;87105;175232;5821;33878;3.18;CA;American Indian and Alaska Native;2789
Fort Wayne;Indiana;34.7;124815;133329;258144;13539;19146;2.45;IN;Hispanic or Latino;21234
Sunnyvale;California;35.7;79480;72280;151760;3900;71441;2.74;CA;American Indian and Alaska Native;1179
North Charleston;South Carolina;30.7;56549;55315;111864;9651;8789;2.8200000000000003;SC;American Indian and Alaska Native;1042
Lake Forest;California;40.3;41515;40982;82497;3748;20784;2.76;CA;Asian;16690
Riverview;Florida;32.2;44210;45536;89746;6943;12240;3.22;FL;White;60793
San Clemente;California;45.2;34076;31456;65532;3970;8109;2.64;CA;Hispanic or Latino;10421
Plantation;Florida;40.6;42881;49674;92555;4037;27902;2.73;FL;Asian;3954
Olathe;Kansas;33.0;65046;69270;134316;6042;11913;2.969999999999999;KS;White;120282
San Mateo;California;39.3;50966;52558;103524;2730;34957;2.64;CA;Hispanic or Latino;23151
Newport Beach;California;46.8;43161;43970;87131;4847;15318;2.4;CA;Asian;10017
Lubbock;Texas;29.2;122320;126731;249051;10588;14226;2.61;TX;Asian;7508
Pearland;Texas;33.9;52336;59329;111665;5621;16882;3.0;TX;American Indian and Alaska Native;851
Roseville;California;38.4;62591;67691;130282;8386;18161;2.719999999999999;CA;Hispanic or Latino;23499
Bryan;Texas;29.4;41761;40345;82106;3602;12014;2.55;TX;White;59742
Alhambra;California;41.0;42184;43388;85572;1673;44441;2.89;CA;Black or African-American;1905
Virginia Beach;Virginia;35.4;222684;230061;452745;54995;38360;2.61;VA;Asian;38715
Edmond;Oklahoma;32.5;45191;44899;90090;5006;5585;2.68;OK;American Indian and Alaska Native;8051
Tucson;Arizona;33.6;264893;266781;531674;38182;82220;2.45;AZ;Asian;24689
Renton;Washington;36.3;52779;47468;100247;5032;28962;2.5700000000000003;WA;White;58251
Lawrence;Kansas;27.4;45592;48324;93916;2986;8701;2.5300000000000002;KS;Black or African-American;5777
Grand Rapids;Michigan;32.1;95669;99430;195099;8972;19176;2.56;MI;White;143702
Layton;Utah;29.5;37748;36394;74142;3811;4268;3.24;UT;Hispanic or Latino;10123
Miami;Florida;40.4;215840;225149;440989;7233;260789;2.5;FL;White;338232
Bethlehem;Pennsylvania;35.1;35861;38506;74367;4704;6295;2.46;PA;Black or African-American;7821
Spokane Valley;Washington;36.0;49933;44975;94908;7984;4199;2.39;WA;White;91125
Orlando;Florida;33.1;130940;139977;270917;12782;50558;2.42;FL;Asian;11124
Rancho Cucamonga;California;34.5;88127;87105;175232;5821;33878;3.18;CA;Asian;24519
Upland;California;39.7;36226;40221;76447;2898;16552;2.77;CA;White;46704
Sacramento;California;33.7;237724;252991;490715;19698;112579;2.73;CA;Black or African-American;77439
Vancouver;Washington;37.2;82958;89895;172853;12391;21748;2.49;WA;American Indian and Alaska Native;4541
Lansing;Michigan;31.4;54333;59777;114110;5327;8371;2.39;MI;Hispanic or Latino;14245
Washington;District of Columbia;33.8;319705;352523;672228;25963;95117;2.24;DC;White;285402
Rancho Cordova;California;33.8;34844;36182;71026;4590;17020;2.86;CA;Hispanic or Latino;13970
Providence;Rhode Island;29.9;89090;90114;179204;4933;53532;2.719999999999999;RI;Hispanic or Latino;77968
South Jordan;Utah;33.8;33669;32970;66639;2595;6142;3.61;UT;Asian;2487
Torrance;California;41.2;73209;75259;148468;8459;43096;2.7;CA;American Indian and Alaska Native;3638
Trenton;New Jersey;33.3;42581;41650;84231;2604;20428;3.04;NJ;White;37683
Pleasanton;California;41.3;36662;42857;79519;2424;23208;2.87;CA;American Indian and Alaska Native;608
Southfield;Michigan;41.6;31369;41808;73177;4035;4011;2.27;MI;White;18296
San Angelo;Texas;32.8;49669;50744;100413;8412;7859;2.5;TX;American Indian and Alaska Native;548
Winston-Salem;North Carolina;34.7;112520;128712;241232;14521;24302;2.47;NC;American Indian and Alaska Native;1415
Lawton;Oklahoma;31.1;51099;45560;96659;11572;6123;2.719999999999999;OK;Black or African-American;25767
Aurora;Illinois;31.7;101964;101751;203715;4988;50980;3.3;IL;Asian;17190
Washington;District of Columbia;33.8;319705;352523;672228;25963;95117;2.24;DC;Black or African-American;328786
O'Fallon;Missouri;36.0;41762;43270;85032;5783;3269;2.77;MO;Black or African-American;5136
Decatur;Illinois;40.4;34646;38210;72856;5291;1224;2.23;IL;Hispanic or Latino;1709
Salt Lake City;Utah;32.1;98364;94296;192660;6829;32166;2.38;UT;American Indian and Alaska Native;3488
South Bend;Indiana;32.4;50483;53274;103757;3708;8779;2.719999999999999;IN;Asian;1788
Anchorage;Alaska;32.2;152945;145750;298695;27492;33258;2.77;AK;Hispanic or Latino;27261
Auburn;Washington;37.1;36837;39743;76580;5401;14842;2.73;WA;Asian;12341
Hawthorne;California;33.7;43682;44762;88444;2123;32107;2.969999999999999;CA;Hispanic or Latino;50115
Henderson;Nevada;42.5;139412;146246;285658;25045;35666;2.55;NV;Hispanic or Latino;47154
Arvada;Colorado;41.0;54870;60165;115035;8930;4921;2.49;CO;Hispanic or Latino;16419
Santa Monica;California;40.6;46732;46487;93219;2008;24448;2.0;CA;Black or African-American;9663
Framingham;Massachusetts;40.3;35442;35768;71210;2625;19070;2.49;MA;White;52205
Bloomington;Indiana;23.5;40588;43227;83815;2368;10033;2.33;IN;White;71200
Lee's Summit;Missouri;36.8;48353;46715;95068;6624;3803;2.68;MO;White;82915
Greenville;North Carolina;26.2;39897;50691;90588;4283;4183;2.4;NC;Black or African-American;37355
Minneapolis;Minnesota;32.4;206547;204388;410935;15217;70769;2.26;MN;American Indian and Alaska Native;9238
Portland;Maine;40.3;31480;35392;66872;3666;9229;2.13;ME;White;59722
Jurupa Valley;California;33.8;49430;50884;100314;3833;25338;3.87;CA;American Indian and Alaska Native;1554
Kennewick;Washington;32.0;38492;40411;78903;5158;8376;2.7800000000000002;WA;White;65228
Fayetteville;North Carolina;30.7;101051;100914;201965;28089;12863;2.5;NC;Asian;8949
Pittsburg;California;34.5;33309;36118;69427;2109;21043;3.15;CA;American Indian and Alaska Native;2253
Florence-Graham;California;30.2;34186;32173;66359;416;28696;4.57;CA;White;30591
Santa Clarita;California;38.1;90192;92175;182367;8537;40666;3.02;CA;Asian;23168
Lafayette;Louisiana;31.7;64018;63643;127661;5206;5396;2.54;LA;Asian;2776
Chino Hills;California;41.9;39639;38674;78313;3358;24764;3.05;CA;White;40030
New Haven;Connecticut;29.9;63765;66545;130310;2567;25871;2.48;CT;Asian;7966
Farmington Hills;Michigan;42.1;37527;43805;81332;3650;18033;2.41;MI;American Indian and Alaska Native;313
Gainesville;Florida;26.0;60803;69330;130133;4788;15272;2.33;FL;American Indian and Alaska Native;740
Atascocita;Texas;32.8;37424;40816;78240;4416;8657;3.03;TX;Asian;2441
Roanoke;Virginia;36.9;47252;52645;99897;6567;7346;2.35;VA;American Indian and Alaska Native;594
Orange;California;35.0;67337;73658;140995;3993;34550;3.14;CA;Asian;22457
West Covina;California;39.8;51629;56860;108489;3800;37038;3.56;CA;Hispanic or Latino;58907
Fort Myers;Florida;37.3;36850;37165;74015;4312;15365;2.45;FL;Hispanic or Latino;17866
Santa Ana;California;30.8;167503;167920;335423;4735;152999;4.58;CA;Asian;37651
Yuma;Arizona;33.4;48298;45847;94145;7182;19326;2.64;AZ;Hispanic or Latino;57054
South Gate;California;32.5;47758;48641;96399;724;40571;3.969999999999999;CA;American Indian and Alaska Native;618
Jackson;Mississippi;31.7;79039;91772;170811;8146;1789;2.65;MS;Asian;864
Thornton;Colorado;33.1;65482;67977;133459;7261;17949;2.969999999999999;CO;Asian;7034
El Paso;Texas;33.1;332797;348339;681136;47693;159709;3.03;TX;Black or African-American;34473
Knoxville;Tennessee;33.1;89978;95334;185312;10897;10285;2.21;TN;White;145055
Springdale;Arkansas;31.8;36840;43614;80454;3397;19969;3.04;AR;Asian;1422
Lafayette;Louisiana;31.7;64018;63643;127661;5206;5396;2.54;LA;Black or African-American;39862
Dallas;Texas;32.6;639019;661063;1300082;41026;326825;2.59;TX;Black or African-American;322570
Atascocita;Texas;32.8;37424;40816;78240;4416;8657;3.03;TX;White;50630
Bellevue;Washington;37.4;70763;69051;139814;5382;54654;2.43;WA;Hispanic or Latino;12215
Redwood City;California;37.1;42676;42624;85300;2430;27652;2.64;CA;Hispanic or Latino;29011
Brownsville;Texas;30.6;87689;96199;183888;4211;53301;3.48;TX;American Indian and Alaska Native;1165
Hesperia;California;29.4;43588;49698;93286;3739;16667;3.52;CA;Hispanic or Latino;53765
Charleston;South Carolina;35.0;63956;71568;135524;9368;5767;2.4;SC;American Indian and Alaska Native;633
Lowell;Massachusetts;33.4;54422;56298;110720;3764;33414;2.8;MA;Black or African-American;7310
Sugar Land;Texas;42.1;43889;44240;88129;4377;31169;2.95;TX;Asian;33469
Tuscaloosa;Alabama;29.1;47293;51045;98338;3647;4706;2.67;AL;American Indian and Alaska Native;261
Bismarck;North Dakota;38.0;34675;35565;70240;4145;2064;2.11;ND;White;64719
Southfield;Michigan;41.6;31369;41808;73177;4035;4011;2.27;MI;Hispanic or Latino;573
Bellevue;Washington;37.4;70763;69051;139814;5382;54654;2.43;WA;American Indian and Alaska Native;1949
Gastonia;North Carolina;36.9;35527;39023;74550;3537;5715;2.67;NC;Hispanic or Latino;6653
Schaumburg;Illinois;36.9;35971;39840;75811;2019;24614;2.719999999999999;IL;Hispanic or Latino;12545
Apple Valley;California;34.3;32873;39312;72185;5714;5801;3.03;CA;White;60767
Detroit;Michigan;34.8;319265;357859;677124;29511;39861;2.6;MI;White;104260
Odessa;Texas;31.2;61119;57861;118980;5509;15845;2.92;TX;White;106944
Walnut Creek;California;47.6;31994;36912;68906;4977;13624;2.22;CA;Asian;10831
Fall River;Massachusetts;39.3;43314;45456;88770;4143;14775;2.21;MA;Hispanic or Latino;9081
Lorain;Ohio;35.6;30844;32807;63651;4905;1531;2.52;OH;Black or African-American;16388
Delray Beach;Florida;47.9;32219;34042;66261;4232;16639;2.35;FL;Black or African-American;21138
Camarillo;California;40.8;31941;35682;67623;4384;9735;2.77;CA;Asian;7198
Tustin;California;33.4;39511;41052;80563;2434;25034;3.27;CA;White;39660
Saint Paul;Minnesota;31.5;149547;151293;300840;10548;56514;2.58;MN;Black or African-American;54665
Greenville;North Carolina;26.2;39897;50691;90588;4283;4183;2.4;NC;Hispanic or Latino;4409
Vallejo;California;37.8;58379;62890;121269;8103;30592;2.83;CA;White;56169
Spring Hill;Florida;45.1;48295;54902;103197;9737;7893;2.58;FL;Asian;2409
Bellflower;California;33.4;38936;39498;78434;2154;24607;3.58;CA;Asian;10764
Hillsboro;Oregon;35.3;50926;51434;102360;6625;19531;2.68;OR;White;81072
Chico;California;29.9;46168;44168;90336;4519;8425;2.5;CA;American Indian and Alaska Native;2766
Gainesville;Florida;26.0;60803;69330;130133;4788;15272;2.33;FL;Black or African-American;32912
Bellevue;Washington;37.4;70763;69051;139814;5382;54654;2.43;WA;White;82378
Centennial;Colorado;42.4;53222;56504;109726;7226;9501;2.66;CO;Hispanic or Latino;8086
Irving;Texas;32.3;117189;119428;236617;6207;86756;2.7800000000000002;TX;American Indian and Alaska Native;2960
Fullerton;California;34.5;69549;71300;140849;5394;43404;2.969999999999999;CA;Hispanic or Latino;53459
Corpus Christi;Texas;35.0;160488;163594;324082;25078;30834;2.69;TX;Asian;9051
Bridgeport;Connecticut;34.1;71509;76110;147619;4646;44475;2.86;CT;Asian;8546
Roswell;Georgia;38.8;48637;45859;94496;3325;16501;2.7;GA;Hispanic or Latino;16920
Oklahoma City;Oklahoma;34.1;309227;322036;631263;41843;80165;2.58;OK;Asian;33759
Amarillo;Texas;33.8;99391;100260;199651;11008;21124;2.64;TX;Black or African-American;14050
South Bend;Indiana;32.4;50483;53274;103757;3708;8779;2.719999999999999;IN;White;71391
Birmingham;Alabama;35.6;102122;112789;214911;13212;8258;2.21;AL;Hispanic or Latino;8940
Boca Raton;Florida;47.3;44760;48466;93226;4367;21117;2.22;FL;Hispanic or Latino;14735
Fort Lauderdale;Florida;42.8;93948;84639;178587;8897;47582;2.38;FL;Hispanic or Latino;28148
Oxnard;California;31.0;101906;105346;207252;6367;78678;4.08;CA;White;165423
Somerville;Massachusetts;31.0;41028;39306;80334;2103;22292;2.43;MA;White;62927
Odessa;Texas;31.2;61119;57861;118980;5509;15845;2.92;TX;Asian;2252
Silver Spring;Maryland;33.8;40601;41862;82463;1562;30908;2.6;MD;Hispanic or Latino;25924
New Haven;Connecticut;29.9;63765;66545;130310;2567;25871;2.48;CT;American Indian and Alaska Native;2205
Corpus Christi;Texas;35.0;160488;163594;324082;25078;30834;2.69;TX;White;292663
Montgomery;Alabama;35.4;94582;106004;200586;14955;9337;2.41;AL;White;73545
Springdale;Arkansas;31.8;36840;43614;80454;3397;19969;3.04;AR;American Indian and Alaska Native;547
Kenner;Louisiana;36.9;33993;33113;67106;2485;12352;2.5700000000000003;LA;Black or African-American;17172
Ogden;Utah;31.3;44323;41127;85450;5080;12791;2.68;UT;White;74960
Nashua;New Hampshire;38.3;42926;45049;87975;5532;12693;2.46;NH;Hispanic or Latino;10511
Tulsa;Oklahoma;35.0;197437;205654;403091;24672;43751;2.37;OK;Hispanic or Latino;61217
Eagan;Minnesota;36.8;31587;34701;66288;2699;8642;2.49;MN;American Indian and Alaska Native;684
Houston;Texas;32.6;1149686;1148942;2298628;71898;696210;2.66;TX;Asian;173854
Lakeland;Florida;38.1;47840;56570;104410;7390;11592;2.56;FL;Asian;3348
Beaverton;Oregon;35.6;47325;49252;96577;4645;18933;2.46;OR;Asian;10538
Brandon;Florida;36.1;55679;58289;113968;9417;16390;2.64;FL;Asian;9440
Wichita Falls;Texas;34.0;55775;48934;104709;7800;9855;2.41;TX;White;82860
Mission;Texas;32.9;40530;42777;83307;2383;22608;3.51;TX;White;77985
Orange;California;35.0;67337;73658;140995;3993;34550;3.14;CA;Hispanic or Latino;46255
Enterprise;Nevada;34.1;69146;66328;135474;7526;31173;2.89;NV;Asian;35444
Temple;Texas;33.6;33512;38785;72297;7333;3968;2.59;TX;Black or African-American;14747
Poinciana;Florida;34.2;38142;35801;73943;2933;14349;3.93;FL;Hispanic or Latino;37382
Dothan;Alabama;38.9;32172;35364;67536;6334;1699;2.59;AL;Hispanic or Latino;1704
Boynton Beach;Florida;45.8;33701;40271;73972;4727;15431;2.45;FL;White;49704
Montgomery;Alabama;35.4;94582;106004;200586;14955;9337;2.41;AL;American Indian and Alaska Native;1277
Murfreesboro;Tennessee;30.2;60704;65417;126121;5199;8948;2.6;TN;White;97270
Silver Spring;Maryland;33.8;40601;41862;82463;1562;30908;2.6;MD;White;37756
San Marcos;California;35.4;45246;47688;92934;5189;21558;3.13;CA;Asian;11519
Denver;Colorado;34.1;341137;341408;682545;29363;113222;2.33;CO;Asian;32491
Round Rock;Texas;34.9;56646;59193;115839;6804;18237;3.13;TX;American Indian and Alaska Native;1551
Champaign;Illinois;28.7;43326;42760;86086;3734;12261;2.25;IL;Asian;11746
Pueblo;Colorado;37.6;55635;53784;109419;7989;3578;2.44;CO;Asian;2468
Sugar Land;Texas;42.1;43889;44240;88129;4377;31169;2.95;TX;Hispanic or Latino;7835
Wichita Falls;Texas;34.0;55775;48934;104709;7800;9855;2.41;TX;Hispanic or Latino;23061
Denver;Colorado;34.1;341137;341408;682545;29363;113222;2.33;CO;American Indian and Alaska Native;14008
North Las Vegas;Nevada;32.2;116350;118443;234793;17256;49815;3.31;NV;Hispanic or Latino;94804
Yorba Linda;California;45.5;31960;36006;67966;3171;15532;3.0;CA;White;49980
Sunrise Manor;Nevada;32.5;93505;99103;192608;10663;56530;3.25;NV;American Indian and Alaska Native;3962
San Mateo;California;39.3;50966;52558;103524;2730;34957;2.64;CA;Black or African-American;2880
Fayetteville;Arkansas;27.1;41959;40873;82832;4744;6313;2.2800000000000002;AR;Asian;4707
Irvine;California;34.6;125411;131516;256927;5532;116366;2.73;CA;Black or African-American;8670
Youngs;Ohio;37.5;30758;33851;64609;3620;1058;2.22;OH;Asian;247
Farmington Hills;Michigan;42.1;37527;43805;81332;3650;18033;2.41;MI;White;57815
Modesto;California;35.2;104852;106405;211257;9855;39613;2.969999999999999;CA;Hispanic or Latino;85141
Fullerton;California;34.5;69549;71300;140849;5394;43404;2.969999999999999;CA;Black or African-American;5241
Lake Charles;Louisiana;31.8;35678;40388;76066;4477;3215;2.36;LA;Black or African-American;38358
Plymouth;Minnesota;38.4;39035;36893;75928;4158;8830;2.46;MN;American Indian and Alaska Native;760
Visalia;California;32.6;63695;66399;130094;5547;20779;3.11;CA;Black or African-American;2525
Pueblo;Colorado;37.6;55635;53784;109419;7989;3578;2.44;CO;Black or African-American;4107
Davis;California;26.3;33493;34163;67656;2176;13997;2.69;CA;Asian;17816
Santa Monica;California;40.6;46732;46487;93219;2008;24448;2.0;CA;White;70365
Westminster;Colorado;37.8;54866;58251;113117;6512;11361;2.63;CO;American Indian and Alaska Native;1444
Bakersfield;California;30.6;182154;191473;373627;12284;71575;3.23;CA;Asian;31929
Cranston;Rhode Island;39.9;38365;42712;81077;4702;10631;2.56;RI;American Indian and Alaska Native;839
Madison;Wisconsin;30.7;122596;126360;248956;9707;30090;2.23;WI;Black or African-American;20424
Murrieta;California;35.3;49363;60453;109816;7242;19875;3.3;CA;Asian;16041
Tempe;Arizona;28.8;91350;84476;175826;7058;26620;2.44;AZ;Asian;17338
Arlington;Texas;32.6;191060;197062;388122;17050;79271;2.89;TX;Asian;31804
Lauderhill;Florida;35.7;32813;38761;71574;1965;25471;3.02;FL;Black or African-American;56948
Westland;Michigan;39.9;37742;44253;81995;4756;6429;2.41;MI;American Indian and Alaska Native;429
Schenectady;New York;36.7;32398;32901;65299;3388;10961;2.8200000000000003;NY;Black or African-American;15640
Green Bay;Wisconsin;32.9;52517;52704;105221;5519;9813;2.37;WI;White;82033
New Braunfels;Texas;37.0;33071;36852;69923;5204;5405;2.85;TX;American Indian and Alaska Native;648
Santa Maria;California;30.1;53320;51762;105082;2876;39192;3.83;CA;Hispanic or Latino;81551
Mesa;Arizona;36.9;234998;236835;471833;31808;57492;2.68;AZ;Hispanic or Latino;131425
Sandy;Utah;34.6;46923;46689;93612;3451;6691;3.22;UT;Asian;5657
Apple Valley;California;34.3;32873;39312;72185;5714;5801;3.03;CA;Hispanic or Latino;25928
Schaumburg;Illinois;36.9;35971;39840;75811;2019;24614;2.719999999999999;IL;Asian;21571
Brockton;Massachusetts;35.2;46273;49041;95314;3036;27313;2.88;MA;White;40110
Bloomington;Minnesota;40.9;43318;43118;86436;6176;10728;2.3;MN;White;71874
Lincoln;Nebraska;32.3;138544;138802;277346;14694;22958;2.4;NE;Black or African-American;16445
Perris;California;26.9;41623;33336;74959;1321;23277;4.78;CA;Hispanic or Latino;54398
Indianapolis;Indiana;34.1;410615;437808;848423;42186;72456;2.5300000000000002;IN;Black or African-American;253932
Ontario;California;31.0;85059;86141;171200;4816;48557;3.52;CA;Asian;14313
Meridian;Idaho;38.0;43353;47400;90753;5640;8110;2.54;ID;Hispanic or Latino;6596
Spring Hill;Florida;45.1;48295;54902;103197;9737;7893;2.58;FL;American Indian and Alaska Native;1254
West Covina;California;39.8;51629;56860;108489;3800;37038;3.56;CA;Black or African-American;3693
Baton Rouge;Louisiana;31.2;111492;117104;228596;10633;12268;2.52;LA;Black or African-American;122634
The Woodlands;Texas;38.8;56083;63061;119144;8351;21188;2.93;TX;White;106202
Ogden;Utah;31.3;44323;41127;85450;5080;12791;2.68;UT;American Indian and Alaska Native;1717
Phoenix;Arizona;33.8;786833;776168;1563001;72388;300702;2.89;AZ;Black or African-American;132939
Orlando;Florida;33.1;130940;139977;270917;12782;50558;2.42;FL;Black or African-American;68081
Bend;Oregon;37.3;42294;44723;87017;6199;3032;2.39;OR;American Indian and Alaska Native;1818
Huntington Beach;California;41.6;99967;101960;201927;10454;35368;2.67;CA;Black or African-American;4027
Springfield;Missouri;34.1;81057;85741;166798;12291;7765;2.12;MO;Hispanic or Latino;7100
Augusta-Richmond County consolidated government;Georgia;33.7;94662;101917;196579;19085;7915;2.67;GA;Asian;4429
Livermore;California;36.7;41522;46595;88117;3063;13959;2.91;CA;American Indian and Alaska Native;941
Decatur;Illinois;40.4;34646;38210;72856;5291;1224;2.23;IL;White;56231
Iowa City;Iowa;25.5;37089;37138;74227;2047;9202;2.36;IA;Hispanic or Latino;4072
Waterbury;Connecticut;36.2;52235;56572;108807;3493;19967;2.71;CT;Asian;4080
Waco;Texas;29.3;63452;68890;132342;10716;14235;2.5700000000000003;TX;White;96958
Bay;Texas;32.9;37977;37508;75485;3478;13192;2.59;TX;American Indian and Alaska Native;2167
Chattanooga;Tennessee;36.6;83640;92957;176597;10001;10599;2.4;TN;Hispanic or Latino;10918
Saint Charles;Missouri;34.9;32054;36747;68801;4371;5274;2.33;MO;Asian;3392
Quincy;Massachusetts;41.0;44129;49500;93629;4147;32935;2.39;MA;Black or African-American;3917
Dayton;Ohio;32.8;66631;73966;140597;8465;7381;2.26;OH;Black or African-American;57280
Los Angeles;California;35.0;1958998;2012898;3971896;85417;1485425;2.86;CA;Hispanic or Latino;1936732
Mesa;Arizona;36.9;234998;236835;471833;31808;57492;2.68;AZ;Asian;14608
Oklahoma City;Oklahoma;34.1;309227;322036;631263;41843;80165;2.58;OK;American Indian and Alaska Native;41696
San Juan;Puerto Rico;41.4;155408;186829;342237;;;;PR;Asian;2452
Yakima;Washington;34.0;45147;48553;93700;4705;15717;2.74;WA;White;79286
Cambridge;Massachusetts;31.5;55421;54981;110402;2495;27757;2.06;MA;American Indian and Alaska Native;906
Lakewood;Colorado;37.7;76013;76576;152589;9988;14169;2.29;CO;White;139669
Simi Valley;California;39.0;63243;63523;126766;6063;23260;3.13;CA;White;107898
Buffalo;New York;33.1;124537;133529;258066;11231;24630;2.27;NY;American Indian and Alaska Native;4406
Oceanside;California;39.4;87482;88232;175714;18051;37492;2.719999999999999;CA;White;137533
Roanoke;Virginia;36.9;47252;52645;99897;6567;7346;2.35;VA;Hispanic or Latino;6091
Spokane Valley;Washington;36.0;49933;44975;94908;7984;4199;2.39;WA;Black or African-American;1192
Hialeah;Florida;43.0;111530;125552;237082;1844;170148;3.31;FL;Black or African-American;5687
Lafayette;Indiana;33.5;34313;36857;71170;5045;5697;2.19;IN;White;63157
Newark;New Jersey;34.6;138040;143873;281913;5829;86253;2.73;NJ;Hispanic or Latino;100432
Chattanooga;Tennessee;36.6;83640;92957;176597;10001;10599;2.4;TN;Black or African-American;59918
Palm Bay;Florida;40.7;51767;56128;107895;10942;12070;2.8200000000000003;FL;American Indian and Alaska Native;1603
Long Beach;California;34.6;238159;236013;474172;17463;127764;2.7800000000000002;CA;Asian;68095
Warren;Michigan;43.2;64063;71293;135356;7806;18822;2.45;MI;American Indian and Alaska Native;1516
Denver;Colorado;34.1;341137;341408;682545;29363;113222;2.33;CO;Black or African-American;72288
Provo;Utah;23.6;56231;59027;115258;2177;10925;3.2800000000000002;UT;American Indian and Alaska Native;1916
Hampton;Virginia;35.5;66214;70240;136454;19638;6204;2.48;VA;Hispanic or Latino;7513
Birmingham;Alabama;35.6;102122;112789;214911;13212;8258;2.21;AL;Asian;1500
Greeley;Colorado;31.0;50792;50091;100883;4294;11480;2.75;CO;White;92874
Spring Valley;Nevada;37.0;96808;97147;193955;10644;61072;2.79;NV;Hispanic or Latino;40374
Tustin;California;33.4;39511;41052;80563;2434;25034;3.27;CA;Asian;16074
Springfield;Massachusetts;31.8;74744;79592;154336;5723;16226;2.81;MA;American Indian and Alaska Native;2087
Fort Wayne;Indiana;34.7;124815;133329;258144;13539;19146;2.45;IN;Black or African-American;46319
Santa Ana;California;30.8;167503;167920;335423;4735;152999;4.58;CA;Black or African-American;5813
Dayton;Ohio;32.8;66631;73966;140597;8465;7381;2.26;OH;American Indian and Alaska Native;2010
Redondo Beach;California;43.0;34855;33330;68185;3014;13536;2.34;CA;American Indian and Alaska Native;1007
Shawnee;Kansas;40.1;32313;32745;65058;3575;4136;2.64;KS;Hispanic or Latino;4864
Bethlehem;Pennsylvania;35.1;35861;38506;74367;4704;6295;2.46;PA;Hispanic or Latino;23409
Pasadena;California;37.6;67712;74534;142246;4618;40779;2.63;CA;Hispanic or Latino;52717
Somerville;Massachusetts;31.0;41028;39306;80334;2103;22292;2.43;MA;Black or African-American;7140
Muncie;Indiana;27.4;32446;37255;69701;2968;1062;2.35;IN;American Indian and Alaska Native;203
Sparks;Nevada;36.1;47780;48318;96098;7315;15690;2.63;NV;Asian;7915
Compton;California;30.1;49264;49184;98448;897;30660;4.08;CA;Asian;1732
Jurupa Valley;California;33.8;49430;50884;100314;3833;25338;3.87;CA;Hispanic or Latino;66525
Buena Park;California;35.7;41593;41671;83264;3116;28430;3.55;CA;American Indian and Alaska Native;361
Tampa;Florida;35.3;175517;193511;369028;20636;58795;2.47;FL;American Indian and Alaska Native;2915
Midland;Texas;32.1;66595;66355;132950;5753;17061;2.7800000000000002;TX;White;115958
Rialto;California;31.6;49902;53235;103137;2036;32741;3.83;CA;White;74551
Pomona;California;32.1;74945;78307;153252;3251;53879;3.63;CA;American Indian and Alaska Native;3866
Arlington;Virginia;34.4;113981;115183;229164;12719;55205;2.19;VA;Asian;28595
Portland;Maine;40.3;31480;35392;66872;3666;9229;2.13;ME;Hispanic or Latino;2031
Kenosha;Wisconsin;36.3;49349;50507;99856;6238;7443;2.55;WI;American Indian and Alaska Native;1264
Racine;Wisconsin;33.7;39314;38423;77737;4650;4403;2.56;WI;Black or African-American;20014
Greeley;Colorado;31.0;50792;50091;100883;4294;11480;2.75;CO;American Indian and Alaska Native;2449
Garden Grove;California;37.8;86779;88605;175384;4316;80677;3.66;CA;White;66782
Longview;Texas;36.8;40065;41525;81590;5512;8782;2.55;TX;White;60997
Sparks;Nevada;36.1;47780;48318;96098;7315;15690;2.63;NV;American Indian and Alaska Native;2019
Detroit;Michigan;34.8;319265;357859;677124;29511;39861;2.6;MI;Black or African-American;545988
Temple;Texas;33.6;33512;38785;72297;7333;3968;2.59;TX;American Indian and Alaska Native;1615
Mountain View;California;33.5;42493;37945;80438;1376;31857;2.46;CA;Hispanic or Latino;16397
